2025-02-17 02:30:32,595 [Server thread] INFO GottschCore | VersionChecker.java:110 | [gottschcore] Starting version check at https://raw.githubusercontent.com/gottsch/gottsch-minecraft-GottschCore/1.12.2-master/update.json
2025-02-17 02:30:36,757 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/wither-chamber1.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2025-02-17 02:30:36,758 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic1.json at ./world/data/meta/treasure2/structures/basic1.json but it doesn't exist.
2025-02-17 02:30:36,765 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic2.json at ./world/data/meta/treasure2/structures/basic2.json but it doesn't exist.
2025-02-17 02:30:36,766 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic3.json at ./world/data/meta/treasure2/structures/basic3.json but it doesn't exist.
2025-02-17 02:30:36,767 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic4.json at ./world/data/meta/treasure2/structures/basic4.json but it doesn't exist.
2025-02-17 02:30:36,767 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic5.json at ./world/data/meta/treasure2/structures/basic5.json but it doesn't exist.
2025-02-17 02:30:36,767 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship1.json at ./world/data/meta/treasure2/structures/beached-ship1.json but it doesn't exist.
2025-02-17 02:30:36,768 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship2.json at ./world/data/meta/treasure2/structures/beached-ship2.json but it doesn't exist.
2025-02-17 02:30:36,768 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship3.json at ./world/data/meta/treasure2/structures/beached-ship3.json but it doesn't exist.
2025-02-17 02:30:36,769 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/blacksmith1.json at ./world/data/meta/treasure2/structures/blacksmith1.json but it doesn't exist.
2025-02-17 02:30:36,769 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/castle1.json at ./world/data/meta/treasure2/structures/castle1.json but it doesn't exist.
2025-02-17 02:30:36,769 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave1.json at ./world/data/meta/treasure2/structures/cave1.json but it doesn't exist.
2025-02-17 02:30:36,770 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave2.json at ./world/data/meta/treasure2/structures/cave2.json but it doesn't exist.
2025-02-17 02:30:36,770 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/church1.json at ./world/data/meta/treasure2/structures/church1.json but it doesn't exist.
2025-02-17 02:30:36,770 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cobb1.json at ./world/data/meta/treasure2/structures/cobb1.json but it doesn't exist.
2025-02-17 02:30:36,770 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt1.json at ./world/data/meta/treasure2/structures/crypt1.json but it doesn't exist.
2025-02-17 02:30:36,771 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt2.json at ./world/data/meta/treasure2/structures/crypt2.json but it doesn't exist.
2025-02-17 02:30:36,771 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt3.json at ./world/data/meta/treasure2/structures/crypt3.json but it doesn't exist.
2025-02-17 02:30:36,771 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-tower2.json at ./world/data/meta/treasure2/structures/desert-tower2.json but it doesn't exist.
2025-02-17 02:30:36,772 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/dingy1.json at ./world/data/meta/treasure2/structures/dingy1.json but it doesn't exist.
2025-02-17 02:30:36,772 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/fortress1.json at ./world/data/meta/treasure2/structures/fortress1.json but it doesn't exist.
2025-02-17 02:30:36,772 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/house1.json at ./world/data/meta/treasure2/structures/house1.json but it doesn't exist.
2025-02-17 02:30:36,773 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/ionic1.json at ./world/data/meta/treasure2/structures/ionic1.json but it doesn't exist.
2025-02-17 02:30:36,773 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/iron-chamber1.json at ./world/data/meta/treasure2/structures/iron-chamber1.json but it doesn't exist.
2025-02-17 02:30:36,773 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/iron-chamber2.json at ./world/data/meta/treasure2/structures/iron-chamber2.json but it doesn't exist.
2025-02-17 02:30:36,773 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/large-tower1.json at ./world/data/meta/treasure2/structures/large-tower1.json but it doesn't exist.
2025-02-17 02:30:36,774 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/mine1.json at ./world/data/meta/treasure2/structures/mine1.json but it doesn't exist.
2025-02-17 02:30:36,774 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/obsidian-chamber1.json at ./world/data/meta/treasure2/structures/obsidian-chamber1.json but it doesn't exist.
2025-02-17 02:30:36,774 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/pirate-chamber1.json at ./world/data/meta/treasure2/structures/pirate-chamber1.json but it doesn't exist.
2025-02-17 02:30:36,775 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship1.json at ./world/data/meta/treasure2/structures/sunken-ship1.json but it doesn't exist.
2025-02-17 02:30:36,775 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship2.json at ./world/data/meta/treasure2/structures/sunken-ship2.json but it doesn't exist.
2025-02-17 02:30:36,775 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship3.json at ./world/data/meta/treasure2/structures/sunken-ship3.json but it doesn't exist.
2025-02-17 02:30:36,775 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower1.json at ./world/data/meta/treasure2/structures/tower1.json but it doesn't exist.
2025-02-17 02:30:36,776 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower2.json at ./world/data/meta/treasure2/structures/tower2.json but it doesn't exist.
2025-02-17 02:30:36,776 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower3.json at ./world/data/meta/treasure2/structures/tower3.json but it doesn't exist.
2025-02-17 02:30:36,776 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower4.json at ./world/data/meta/treasure2/structures/tower4.json but it doesn't exist.
2025-02-17 02:30:36,777 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower5.json at ./world/data/meta/treasure2/structures/tower5.json but it doesn't exist.
2025-02-17 02:30:36,777 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins1.json at ./world/data/meta/treasure2/structures/underwater-ruins1.json but it doesn't exist.
2025-02-17 02:30:36,777 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins2.json at ./world/data/meta/treasure2/structures/underwater-ruins2.json but it doesn't exist.
2025-02-17 02:30:36,778 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins3.json at ./world/data/meta/treasure2/structures/underwater-ruins3.json but it doesn't exist.
2025-02-17 02:30:36,778 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/wither-chamber1.json at ./world/data/meta/treasure2/structures/wither-chamber1.json but it doesn't exist.
2025-02-17 02:30:36,778 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/canopy-wishing-well1.json at ./world/data/meta/treasure2/structures/canopy-wishing-well1.json but it doesn't exist.
2025-02-17 02:30:36,778 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-wishing-well1.json at ./world/data/meta/treasure2/structures/desert-wishing-well1.json but it doesn't exist.
2025-02-17 02:30:36,779 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-wishing-well2.json at ./world/data/meta/treasure2/structures/desert-wishing-well2.json but it doesn't exist.
2025-02-17 02:30:36,779 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/simple-well1.json at ./world/data/meta/treasure2/structures/simple-well1.json but it doesn't exist.
2025-02-17 02:30:36,780 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/wood-draw-wishing-well1.json at ./world/data/meta/treasure2/structures/wood-draw-wishing-well1.json but it doesn't exist.
2025-02-17 02:30:36,781 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2025-02-17 02:30:36,781 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> MetaResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2025-02-17 02:30:37,029 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2025-02-17 02:30:37,029 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> MetaResources [resources=[rulesets/aged_ruleset.json, rulesets/default_ruleset.json, rulesets/ruinous_ruleset.json], resourceFolderLocations=[]]
2025-02-17 02:30:37,031 [Server thread] WARN Treasure2 | TreasureDecayManager.java:201 | Expected to find meta treasure2:rulesets/aged_ruleset.json at ./world/data/decay/treasure2/rulesets/aged_ruleset.json but it doesn't exist.
2025-02-17 02:30:37,038 [Server thread] WARN Treasure2 | TreasureDecayManager.java:201 | Expected to find meta treasure2:rulesets/default_ruleset.json at ./world/data/decay/treasure2/rulesets/default_ruleset.json but it doesn't exist.
2025-02-17 02:30:37,039 [Server thread] WARN Treasure2 | TreasureDecayManager.java:201 | Expected to find meta treasure2:rulesets/ruinous_ruleset.json at ./world/data/decay/treasure2/rulesets/ruinous_ruleset.json but it doesn't exist.
2025-02-17 02:48:39,424 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: -72 68 -24
2025-02-17 02:48:43,509 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -232 71 -40
2025-02-17 02:51:12,836 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 40 70 -24
2025-02-17 02:51:20,242 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 40 68 -104
2025-02-17 02:51:23,830 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -136 66 -72
2025-02-17 02:51:29,390 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: 120 64 -120
2025-02-17 02:55:14,175 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! SCARCE chest at coords: 184 74 88
2025-02-17 02:55:17,619 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 200 78 -88
2025-02-17 02:55:19,231 [Server thread] INFO Treasure2 | WellGenerator.java:123 | CHEATER! Wishing Well at coords: 8 70 -152
2025-02-17 02:55:21,933 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: 40 70 -248
2025-02-17 02:55:24,939 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 40 70 -360
2025-02-17 02:55:29,262 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -24 70 -184
2025-02-17 02:55:33,471 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: 200 72 -184
2025-02-17 02:55:38,426 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! SCARCE chest at coords: 280 67 -248
2025-02-17 02:56:47,243 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: 168 70 -312
2025-02-17 02:59:06,955 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: -184 69 -232
2025-02-17 03:01:16,391 [Server thread] INFO Treasure2 | WellGenerator.java:123 | CHEATER! Wishing Well at coords: -250 68 -184
2025-02-17 03:01:20,005 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -264 72 -200
2025-02-17 03:01:22,964 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -216 64 -312
2025-02-17 03:01:26,324 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -296 78 -328
2025-02-17 03:01:42,475 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! SCARCE chest at coords: -168 70 -376
2025-02-17 03:03:57,597 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -376 64 328
2025-02-17 13:33:34,827 [Server thread] INFO GottschCore | VersionChecker.java:110 | [gottschcore] Starting version check at https://raw.githubusercontent.com/gottsch/gottsch-minecraft-GottschCore/1.12.2-master/update.json
2025-02-17 13:33:35,380 [Server thread] INFO GottschCore | VersionChecker.java:110 | [treasure2] Starting version check at https://raw.githubusercontent.com/gottsch/gottsch-minecraft-Treasure/master/update.json
2025-02-17 13:33:35,393 [Server thread] WARN GottschCore | VersionChecker.java:55 | Bad URL: 
2025-02-17 13:33:35,394 [Server thread] INFO GottschCore | VersionChecker.java:110 | [treasure2_wizardry_lp] Starting version check at https://raw.githubusercontent.com/gottsch/gottsch-minecraft-Treasure-Wizardry-Loot-Pack/1.12.2-master/update.json
2025-02-17 13:33:39,094 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2025-02-17 13:33:39,101 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> LootResources [supportingResources=[pools/armor/common, pools/armor/uncommon, pools/armor/scarce, pools/armor/rare, pools/armor/epic, pools/food/common, pools/food/uncommon, pools/food/scarce, pools/food/rare, pools/food/epic, pools/items/common, pools/items/uncommon, pools/items/scarce, pools/items/rare, pools/items/epic, pools/potions/common, pools/potions/uncommon, pools/potions/scarce, pools/potions/rare, pools/potions/epic, pools/tools/common, pools/tools/uncommon, pools/tools/scarce, pools/tools/rare, pools/treasure/common, pools/treasure/uncommon, pools/treasure/scarce, pools/treasure/rare, pools/treasure/epic, pools/treasure/common_adornments, pools/treasure/common_all, pools/treasure/common_charms, pools/treasure/common_treasure, pools/treasure/uncommon_adornments, pools/treasure/uncommon_all, pools/treasure/uncommon_charms, pools/treasure/uncommon_treasure, pools/treasure/scarce_adornments, pools/treasure/scarce_all, pools/treasure/scarce_charms, pools/treasure/scarce_treasure, pools/treasure/rare_adornments, pools/treasure/rare_all, pools/treasure/rare_charms, pools/treasure/rare_treasure, pools/treasure/epic_adornments, pools/treasure/epic_all, pools/treasure/epic_charms, pools/treasure/epic_treasure, pools/treasure/legendary_adornments, pools/treasure/legendary_all, pools/treasure/legendary_charms, pools/treasure/legendary_treasure, pools/treasure/mythical_adornments, pools/treasure/mythical_all, pools/treasure/mythical_charms, pools/treasure/mythical_treasure], chestResources=[chests/common/general_chest, chests/uncommon/general_chest, chests/scarce/general_chest, chests/rare/general_chest, chests/epic/general_chest, chests/legendary/general_chest, chests/mythical/general_chest], specialResources=[chests/special/black_pearl_well, chests/special/cauldron_chest, chests/special/crystal_skull_chest, chests/special/gold_skull_chest, chests/special/skull_chest, chests/special/white_pearl_well, chests/special/wither_chest], specialLootTableFolderLocations=[chests/special], chestLootTableFolderLocations=[chests/common, chests/uncommon, chests/scarce, chests/rare, chests/epic], supportingLootTableFolderLocatoins=[pools/armor, pools/food, pools/items, pools/potions, pools/tools, pools/treasure]]
2025-02-17 13:33:39,101 [Server thread] WARN Treasure2 | TreasureLootTableRegistry.java:135 | adding mod to loaded mods list
2025-02-17 13:33:39,116 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2025-02-17 13:33:39,117 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> LootResources [supportingResources=[], chestResources=[], specialResources=[], specialLootTableFolderLocations=[], chestLootTableFolderLocations=[], supportingLootTableFolderLocatoins=[]]
2025-02-17 13:33:39,118 [Server thread] WARN Treasure2 | TreasureLootTableRegistry.java:135 | adding mod to loaded mods list
2025-02-17 13:33:39,123 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2025-02-17 13:33:39,124 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/wither-chamber1.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2025-02-17 13:33:39,125 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic1.json at ./world/data/meta/treasure2/structures/basic1.json but it doesn't exist.
2025-02-17 13:33:39,133 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic2.json at ./world/data/meta/treasure2/structures/basic2.json but it doesn't exist.
2025-02-17 13:33:39,133 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic3.json at ./world/data/meta/treasure2/structures/basic3.json but it doesn't exist.
2025-02-17 13:33:39,134 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic4.json at ./world/data/meta/treasure2/structures/basic4.json but it doesn't exist.
2025-02-17 13:33:39,134 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic5.json at ./world/data/meta/treasure2/structures/basic5.json but it doesn't exist.
2025-02-17 13:33:39,135 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship1.json at ./world/data/meta/treasure2/structures/beached-ship1.json but it doesn't exist.
2025-02-17 13:33:39,135 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship2.json at ./world/data/meta/treasure2/structures/beached-ship2.json but it doesn't exist.
2025-02-17 13:33:39,136 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship3.json at ./world/data/meta/treasure2/structures/beached-ship3.json but it doesn't exist.
2025-02-17 13:33:39,137 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/blacksmith1.json at ./world/data/meta/treasure2/structures/blacksmith1.json but it doesn't exist.
2025-02-17 13:33:39,137 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/castle1.json at ./world/data/meta/treasure2/structures/castle1.json but it doesn't exist.
2025-02-17 13:33:39,138 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave1.json at ./world/data/meta/treasure2/structures/cave1.json but it doesn't exist.
2025-02-17 13:33:39,138 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave2.json at ./world/data/meta/treasure2/structures/cave2.json but it doesn't exist.
2025-02-17 13:33:39,139 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/church1.json at ./world/data/meta/treasure2/structures/church1.json but it doesn't exist.
2025-02-17 13:33:39,139 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cobb1.json at ./world/data/meta/treasure2/structures/cobb1.json but it doesn't exist.
2025-02-17 13:33:39,140 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt1.json at ./world/data/meta/treasure2/structures/crypt1.json but it doesn't exist.
